,Name,Description,Cost,Tier,Activation,Slot,Components,TargetTypes,ShopFilters,IsDisabled,StreetBrawl,AbilityDuration,AbilityUnitTargetLimit,AbilityCooldownBetweenCharge,ChannelMoveSpeed,AbilityCooldown,AbilityCastDelay,AbilityPostCastDuration,AbilityCharges,Damage,Radius,SnowballSpeed,SnowballCount,Spread,MaxLevel,Progression,AbilityCastRange,HeightOffGround,BonusFireRate,TechResist,BulletResist,TechRangeMultiplier,TechRadiusMultiplier,MaxBulletResist,StackLossFrequency,ArmorLossPerHit,BulletArmor,BonusSprintSpeed,TechPower,CooldownReductionPerHit,CooldownReduction,DamageThreshold,LightMeleeCooldownMult,SpiritDamage,TechArmorDamageReduction,BulletLifestealPercent,BonusClipSizePercent,BonusMoveSpeed,ActivateTime,JumpVelocityHidden,AssaultLifestealPercent,AssaultDuration,AssaultFireRate,ExplodeRadius,Stamina,AirMoveIncreasePercent,StaminaCooldownReduction,AmmoPerSoul,SpiritPowerPerSoul,MaxStacks,StatusResistancePercent,OutOfCombatHealthRegen,DegenResistance,CaptureRadius,TetherDuration,TetherRadius,SlowPercent,GroundDashReductionPercent,DebuffDuration,StartRadius,BonusHealth,InvisAlertWhenFading,InvisCancelOnDamage,InvisFadeToDuration,InvisMoveSpeedMod,SpottedRadius,RevealOnDamageDuration,RevealOnSpottedDuration,FullInvisDistance,TempTechShieldHealth,RicochetDamagePercent,RicochetRadius,RicochetTargetsTooltipOnly,ProcChance,CritDamagePercent,BonusBulletSpeedPercent,SpiritStolePerHit,HeadshotBonusSteal,ProcCooldown,StealDuration,BonusAbilityDurationPercent,MinimumDamage,SpiritPower,TechRadiusMultiplierBuff,TechRangeMultiplierBuff,SpreadDuration,EndRadius,SlowDuration,DamageHeight,NPCDamageMult,FreezeDuration,PercentDamage,ResistReduction,BaseAttackDamagePercent,BulletShieldDamagePercent,BulletResistReduction,MagicResistReduction,HealAmpReceivePenaltyPercent,HealAmpRegenPenaltyPercent,DiminishingMultiplier,SpinUpTime,SpinUpDecay,InitialFireRateDecrease,MaxFireRateIncrease,DamageDuration,DamageToStack,WeaponPowerPerStack,HealthDrainedPerSecond,TickRate,BonusAbilityCharges,TechPowerPercent,BonusMeleeDamagePercent,LifestealHeal,LifestealHealPercent,NonHeroHealPct,BulletArmorReduction,FireRateSlow,SingleTargetPlayerMultiplier,WeaponPowerPerStackNonHero,NonHeroStackLimit,ActivatedFireRate,SlideScale,BurstFireShotPercent,NormalizedClipEmptySpeedIncrease,BurstFireShotsFromClipPercent,PerfectBurstWeaponPower,BaseBonusWeaponPower,NonBurstFireConversionFactor,MovementThresholdSq,RegenWhileInvisible,DamagePerChain,BonusPerChain,ChainRadius,ChainCount,ChainTickRate,MaxSlowPercent,SlowResistancePercent,MinHeal,HealPercentAmount,BuffDuration,BuffMoveSpeedBonus,CooldownBetweenChargeReduction,BonusChargedAbilityDamage,BonusChargedCooldownReduction,CooldownReductionFlat,LightMeleeTimeWindow,DeathImmunityDuration,DeathImmunityDamageReduction,RestoreDelay,HealLifePercentOutOfCombat,HealthThreshold,BonusClipSize,CombatBarrier,StatusImmuneDuration,AmbushDuration,AmbushBonusFireRate,AmbushBonusTechPower,AmbushBonusMeleeDamage,CloseRangeBonusWeaponPower,CloseRangeBonusDamageRange,MeleeResistPercent,MovementSpeedSlow,BonusBaseHealth,BuffBulletResist,BuffTechResist,ModelScaleGrowth,ModelScaleGrowthTooltip,TechArmor,BonusHealthRegen,RegenDuration,ExplosionRadius,ExplosionDamage,HeroMultiplier,ArmingTime,SpellParryDuration,SpiritPowerInnate,HealOnSuccess,ProcBonusMagicDamage,MeleeDistanceScale,BonusHeavyMeleeDamage,StunDuration,LightMeleeStacks,LightMeleeAmmo,HeavyMeleeMultiplier,AbilityLifestealPercentHero,DeflectionPercent,BulletProcDeflectionPercent,DeflectionRandomness,SpiritSteal,SpiritStealDuration,MaxHealthPercentAsDPS,AuraRadius,CooldownReductionPctOnOthers,AirJumps,AirJumpVerticalSpeedPercent,InterruptCooldown,ActiveRadius,ActiveBonusMoveSpeed,NonHeroMult,ReloadSpeedMultipler,BulletRadius,HealthPctDamage,OutgoingDamagePenaltyPercent,SlideTurnScale,EvasionWhileSliding,FireRateWhileSliding,MagicIncreasePerStack,RespawnTime,BuffFrequency,AmmoReloadPercent,AbilityChargeUpTime,BulletsBonusMagicDamage,ProcAmmoConsumed,ProcBulletVelocity,ProcBaseAttackDamagePercent,ProcBaseAttackDamagePercentAltFire,BonusSpiritForChargedAbilities,LowHealthThreshold,FervorMovespeed,FervorFireRate,FervorTechResist,LingerDuration,BonusFireRateNPC,MoveWhileShootingSpeedPenaltyReductionPercent,MoveWhileZoomedSpeedPenaltyReductionPercent,TechPowerReduction,ResistReductionDuration,LowHealthPercentThreshold,LowHealthLifeStealPercent,KillBonusMoveSpeedPerStack,MaxKillBonusMoveSpeedStack,BonusDamagePerHero,ActiveBonusFireRate,TechShieldMaxHealth,GalvanicDebuffDuration,GalvanicBuffDuration,BuffDamageMult,MaxHealthLossPercent,BonusClipPerKill,FireRatePerKill,BuildUpDuration,BuildUpPerShot,WeaponPowerPerKill,SkipFrames,GuardianWardCombatBarrier,GrowthPerMeter,InitialWidth,HeadShotBonusDamage,HealPercentPerHeadshot,MovementSpeedBonusDuration,HealOnLevelHealAmount,HealOnKill,MinimumHealAmount,HealAmpCastPercent,HealAmpRegenPercent,TotalHealthRegen,HealInterval,HealAmount,HealRadius,NonHeroAbilityLifestealTooltipOnly,HighGroundBonusWeaponPower,DamageReduction,LifeThreshold,AirBonusDamageGiven,AirBonusDamageTaken,GravityScale,AirControlPercent,AirControlAccelPercent,ImbuedBonusDuration,ImbuedBonusDamage,BulletResistBelowThreshold,BonusSpirit,AbilityLifestealPercentHeroPassive,ShootDurationForMax,BaseAttackDamagePercentAtMaxDuration,FireRateSlowDuration,LifestrikeHeal,LongRangeBonusWeaponPower,LongRangeBonusWeaponPowerMinRange,BonusAttackRangePercent,SummonDuration,FlyMoveSpeed,BonusMovespeed,BonusSpiritMaxTime,BonusSpiritWindow,BonusSpiritMin,MaxClipBonus,ReProcLockoutTime,WatcherMaxDuration,CurrentHealthDamage,ImbuedTechPower,FireRateBonus,HealFromHero,HealFromNPC,ParryCooldownReduction,BonusDamagePercent,ParrySuccessHealPercentage,ActiveMoveSpeedPenalty,DPS,DPSIncrease,DPSMax,Regeneration,RegenerationDuration,TechDamagePercent,DelayDuration,ImbueAbilityLifesteal,MaxHealthDamage,StunDelay,DazeMoveSpeed,DazeDuration,MinTargetsRequired,NonPlayerBonusWeaponPower,NonPlayerBulletResist,BonusSoulsPct,BonusAbilityChargesNonCharge,EnableAbilityCharges,CooldownReductionOnChargedAbilities,AllyPercentage,DamageThresholdDuration,RespawnDelay,ImpactDamage,BeamLength,BeamWidth,DampingFactor,LiftHeight,FloatMoveSpeed,EnemyLifeThreshold,BaseAttackDamagePercentBonus,ImmunityDuration,TechDamageReduction,SilenceDuration,BaseDamagePct,NanoTechPerShot,BaseDamagePerShot,SpellAmplificationMultiplier,SpawnTimePenalty,RespawnHealthPercent,DamageWindow,HealOnActivate,MaxArmorStacks,BulletResistPerStack,BulletResistDuration,AbilityChannelTime,SelfModifier,HealingPerCast,HealPerStack,MaxStaminaRestore,BulletDamageReflectedPct,SpiritDamageReflectedPct,SlamDownRadius,VerticalDifferenceTolerance,TossSpeed,DropDownSpeed,MaxLandingSpeed,ImpactHeight,MinAimAngle,BarrierDuration,CooldownReductionOnHitMin,CooldownReductionOnHitPct,DotHealthPercent,DamagePulseInterval,DamagePulseAmount,DamagePulseRadius,ResistStealAmount,BonusZoomPercent,ImbuedCooldownReduction,ShrinkDuration,EMPDuration,StealPerHit,StealPerKill,StackLostPerDeath,HealthSteal,ParticleRadius,SpiritDamageReductionProc,SpellShieldLingerDuration,SpellShieldFlavorText,CooldownReductionPctOnNonHeroes,DamagePctVsNonHeroes,LightMeleeScale,TechArmorGain,TechPowerGain,BonusShotsDuration,BulletSplitShot,SpreadAngleDegrees,WeaponDamageBonusDuration,WeaponDamagePerStack,ModelScale,TrackingSpeed,TurretAttackDelay,TurretAttackRange,TurretDeployTime,TurretLifetime,AttackConeAngle,StationaryWeaponPower,StationaryRecoilReduction,CasterHealthPercent,BulletSpeedOverride,StasisRadius,ExplodeDamage,EMPProcChance,SlamdownSpeed,MoveSpeedMax,StoredSpiritDamage,ActiveBonusLifesteal,ActiveReloadPercent,VisualContractRadius,MaxBonusDuration,MaxHeightForBonus,CooldownOnMiss,TechCleaveDamagePercent,TechCleaveRadius,TechResistBelowThreshold,NonHeroReductionPercent,ItemCooldownReduction,DotDuration,DotMultiplerTroopers,StackingBonusHealth,StackingBonusSprintSpeed,StackingTechRangeMultiplier,StackingTechRadiusMultiplier,StackingGoldPerMinute,ThinkRate,DelayBeforeStun,MaxHPDamage,InvisDuration,HealOnVeil,VexBarrierCombatBarrier,CasterBuffDuration,DebuffRadius,ReduceFootstepSound,WeaponPowerPerDeath,KillWindow,MaxWeaponPower,BaseBonusCounter,HealthDamagePercent,BonusReloadSpeed,BonusWeaponPower,OverdriveClipDuration,WeaponPowerWhileActivated,Interval
upgrade_shrink_ray,Shrink Ray,"Reduces <span class=""highlight"">Model Size</span> and grants <span class=""highlight"">Move Speed</span> to the target. Allows <span class=""highlight"">usage of tunnels</span> in this mode. Can be self-cast.",9999.0,5.0,Press,Tech,,"[, ', H, e, r, o, F, r, i, e, n, d, l, y, ', ]","[, ', H, e, a, l, i, n, g, ', ]",False,True,,1,-1.0,-1,30.0,0.2,,,,,,,,,,40m,,,,,,,,,,,,,,,,,,,,,5.0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,-50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upgrade_silencer,Silencer,,6400.0,4.0,InstantCast,Weapon,,"[, ', H, e, r, o, E, n, e, m, y, ', ]","[, ', D, i, s, r, u, p, t, i, o, n, ', ]",True,False,4.0,1,-1.0,-1,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upgrade_siphon_bullets,Siphon Bullets,,6400.0,4.0,Passive,Armor,,"[, ', H, e, r, o, E, n, e, m, y, ', ]","[, ', W, e, a, p, o, n, D, a, m, a, g, e, ', ,,  , ', H, e, a, l, i, n, g, ', ]",False,False,,1,-1.0,-1,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,17.0,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,"{'Value': 35, 'Scale': {'Value': 0.8, 'Type': 'power_increase'}}",1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upgrade_slow_immunity,Unstoppable - Deprecated,Purges any roots and chains on use and makes you immune to slows for the duration,1600.0,2.0,InstantCast,Armor,,,,True,False,6.0,1,-1.0,-1,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upgrade_slowing_bullets,Slowing Bullets,"Your bullets build up a <span class=""highlight"">Movement Slow</span> on enemies.",1600.0,2.0,Passive,Weapon,,"[, ', H, e, r, o, E, n, e, m, y, ', ]","[, ', W, e, a, p, o, n, D, a, m, a, g, e, ', ,,  , ', D, i, s, r, u, p, t, i, o, n, ', ]",False,False,,1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,-25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.7000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upgrade_slowing_tech,Slowing Spirit,"Dealing <span class=""highlight"">Spirit Damage</span> applies <span class=""highlight"">Movement Slows</span> to your target.",800.0,1.0,Passive,Tech,,"[, ', H, e, r, o, E, n, e, m, y, ', ,,  , ', C, r, e, e, p, E, n, e, m, y, ', ]",,True,False,,1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upgrade_small_attack_speed,Basic Fire Rate,"Increases your <span class=""highlight"">Fire Rate</span>.",800.0,1.0,Passive,Weapon,,,,True,False,,1,-1.0,-1,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upgrade_soaring_spirit,Improved Spirit,,1600.0,2.0,Passive,Tech,"[, ', u, p, g, r, a, d, e, _, i, m, p, r, o, v, e, d, _, s, p, i, r, i, t, ', ]",,"[, ', M, o, v, e, m, e, n, t, ', ,,  , ', M, a, g, i, c, D, a, m, a, g, e, ', ]",False,False,,1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,1m,18.0,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upgrade_spellbreaker,Spellbreaker,The next instance of high spirit damage you take is significantly reduced.,6400.0,4.0,Passive,Armor,"[, ', u, p, g, r, a, d, e, _, d, e, b, u, f, f, _, r, e, d, u, c, e, r, ', ]",,"[, ', D, u, r, a, b, i, l, i, t, y, ', ]",False,False,,1,-1.0,-1,9.0,,,,,,,,,,,,,,18.0,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upgrade_spellshield,Hexafoil Ward,"Block the next <span class=""highlight"">Spirit Damage</span> or <span class=""highlight"">Debuff</span>, preventing its effects. Only regenerates outside of combat.",3200.0,3.0,Passive,Armor,,,"[, ', D, u, r, a, b, i, l, i, t, y, ', ]",True,False,,1,,1.3m,12.0,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30000000000000004,asdasd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upgrade_spellslinger_headshots,Spirit Rend,,3200.0,3.0,Passive,Weapon,"[, ', u, p, g, r, a, d, e, _, t, e, c, h, _, d, e, f, e, n, s, e, _, s, h, r, e, d, d, e, r, s, ', ]","[, ', A, l, l, E, n, e, m, y, ', ]","[, ', W, e, a, p, o, n, D, a, m, a, g, e, ', ,,  , ', M, a, g, i, c, D, a, m, a, g, e, ', ]",False,False,,1,-1.0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,4.0,,,,,,,,,8.0,,75,,,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upgrade_spirit_bubble,Spirit Shielding,"Gain a <span class=""highlight"">Barrier</span> whenever you take significant {g:citadel_inline_attribute:'SpiritDamage'} from enemy Heroes in a small time frame.",1600.0,2.0,Passive,Armor,,,"[, ', D, u, r, a, b, i, l, i, t, y, ', ]",False,False,,1,-1.0,-1,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,,,,,,1.5m,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Value': 300, 'Scale': {'Value': 5, 'Type': 'power_increase'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upgrade_spirit_burn,Spirit Burn,"Dealing significant <span class=""highlight"">Spirit Damage</span> to an enemy within 5s causes an explosion dealing damage and a burn to nearby enemies.  While burning, enemies take damage over time and receive reduced healing.<br><span class=""diminish"">Deals half-damage and has half-cooldown on non-heroes.</span>",6400.0,4.0,Passive,Tech,,"[, ', A, l, l, E, n, e, m, y, ', ]","[, ', M, a, g, i, c, D, a, m, a, g, e, ', ,,  , ', D, u, r, a, b, i, l, i, t, y, ', ]",False,False,,1,-1.0,-1,20.0,,,,,,,,,,,,,,,,8.0,8.0,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.0,-70.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12m,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Value': 24, 'Scale': {'Value': 0.05, 'Type': 'spirit'}}",,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
upgrade_spirit_sap,Spirit Sap,"Target an enemy to <span class=""highlight"">reduce their Spirit Resist</span> and <span class=""highlight"">Spirit Power</span>.",1600.0,2.0,Press,Tech,,"[, ', H, e, r, o, E, n, e, m, y, ', ]","[, ', M, a, g, i, c, D, a, m, a, g, e, ', ]",False,False,12.0,1,-1.0,-1,32.0,0.1,,,,,,,,,,40m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
